"vess","year","week","adfg","towDur","obstot","nrswt","yfswt","fhswt","pflat","lat","long"
"77812",2017,45,695800,58.75,152.77,1.52633,115.63709,0.50284,0.770218367480526,58.25,-169.5
"77812",2017,46,665730,6.458,4.62,0.08478,3.2557,0.04619,0.733045454545455,57.75,-166.5
"77812",2017,46,665800,8.75,10.4,0.26563,5.60361,0.10552,0.574496153846154,58.25,-166.5
"77812",2017,46,675700,5.208,67.83,0.70411,51.14739,4.44367,0.829945009582781,57.25,-167.5
"77812",2017,46,675730,121.874,261.49,3.1702,152.76138,8.19938,0.627675857585376,57.75,-167.5
"77812",2017,46,675800,164.793,369.25,6.54809,181.25781,5.36102,0.523133161814489,58.25,-167.5
"77812",2017,47,655630,50.625,53.03,0.34319,36.03855,2.03596,0.724452196869696,56.75,-165.5
"77812",2017,47,655700,8.958,19.24,0.07655,16.75718,0.40616,0.896044178794179,57.25,-165.5
"77812",2017,47,665700,7.708,7.53,0.05864,6.68886,0.19217,0.921602921646746,57.25,-166.5
"77812",2017,47,665730,17.083,12.62,0.03711,6.5764,0.37758,0.553969096671949,57.75,-166.5
"77812",2017,47,675700,33.75,37.69,0.71017,25.19978,1.4555,0.726066595914036,57.25,-167.5
"77812",2017,47,675730,6.25,5.73,0.04557,4.47403,0.13671,0.812619546247818,57.75,-167.5
"77812",2017,48,645630,27.083,22.71,0.07627,14.13278,0.76145,0.659202994275649,56.75,-164.5
"77812",2017,48,655700,21.25,21.3,0.06034,15.29921,0.22023,0.731445070422535,57.25,-165.5
"77812",2017,48,665700,21.667,14.48,0.21767,6.15843,0.45405,0.47169544198895,57.25,-166.5
"77812",2017,48,665730,40,55.16,0.32802,38.7805,0.5615,0.719180928208847,57.75,-166.5
"77812",2017,48,665800,16.458,64.77,0.26709,47.22902,0.1543,0.73568642890227,58.25,-166.5
"77812",2017,48,675730,10,16.19,0.1302,10.31057,0.14831,0.654050648548487,57.75,-167.5
"77812",2017,48,675800,40.416,171.59,0.80638,130.67373,0.16084,0.767183110903899,58.25,-167.5
"77812",2017,49,655430,8.542,6.53,0.03254,1.43032,0.10365,0.239894333843798,54.75,-165.5
"77812",2017,49,665800,30,84.76,0.28329,60.15855,0.30652,0.716710240679566,58.25,-166.5
"77812",2017,49,675800,26.458,60,0.1477,39.00821,0.14682,0.6550455,58.25,-167.5
"77812",2018,5,675700,156.874,475.97,11.52083,257.97198,7.54752,0.582054184087233,57.25,-167.5
"77812",2018,6,635700,128.124,232.12,57.78073,76.67584,1.13332,0.584137041185594,57.25,-163.5
"77812",2018,6,645630,22.083,20.77,4.7182,4.48697,0.61026,0.472577274915744,56.75,-164.5
"77812",2018,6,645700,19.166,25.94,5.17887,5.44265,0.19771,0.417086738627602,57.25,-164.5
"77812",2018,6,665630,10.208,7.78,0.29721,3.19424,0.15494,0.46868766066838,56.75,-166.5
"77812",2018,6,665700,20,28.96,1.84876,10.67905,0.83004,0.461251726519337,57.25,-166.5
"77812",2018,6,675700,28.958,40.56,0.87566,21.09462,0.39186,0.551334812623274,57.25,-167.5
"77812",2018,7,645700,10,6.59,0.75343,1.56676,0.05299,0.360118361153262,57.25,-164.5
"77812",2018,7,705700,10.417,19.71,0.34196,11.1552,0.50624,0.609000507356672,57.25,-170.5
"77812",2018,7,715700,46.666,128.52,1.53221,102.9102,1.303,0.822793417366947,57.25,-171.5
"77812",2018,14,635700,7.917,66.76,1.09983,17.78745,0.08234,0.28414649490713,57.25,-163.5
"77812",2018,14,645500,7.5,26.09,4.78798,1.14837,0.31796,0.239720582598697,55.25,-164.5
"77812",2018,14,645630,13.959,62.55,3.03211,18.65393,0.22666,0.350322941646683,56.75,-164.5
"77812",2018,14,645700,24.583,50.39,2.58082,13.76664,0.18091,0.328008930343322,57.25,-164.5
"77812",2018,15,635700,35.209,153.14,7.26233,83.44558,0.15167,0.593310565495625,57.25,-163.5
"77812",2018,15,645700,57.667,223.46,6.52481,124.44491,0.25094,0.587222142665354,57.25,-164.5
"77812",2018,15,645730,6.875,29.28,0.34036,23.32368,0.03045,0.809238046448087,57.75,-164.5
"77812",2018,15,655700,8.708,29.79,0.61328,14.05469,0.06124,0.494434709634105,57.25,-165.5
"77812",2018,15,655730,28.75,74.14,1.10783,49.76514,0.13578,0.688005799838144,57.75,-165.5
"77812",2018,16,645700,37.042,101.62,3.12655,68.81521,0.24813,0.710390572721905,57.25,-164.5
"77812",2018,16,655730,74.459,233.86,6.9071,120.70709,0.31914,0.547050927905585,57.75,-165.5
"77812",2018,19,645800,7.5,7.53,1.05168,1.8617,0.0459,0.392998671978752,58.25,-164.5
"77812",2018,22,665800,25.167,58.94,4.31282,22.00791,0.21493,0.450214794706481,58.25,-166.5
"77812",2018,22,675800,32.458,79.06,1.98528,22.84503,0.18554,0.316416013154566,58.25,-167.5
"77812",2018,23,635830,8.042,9.06,2.0665,4.23478,0.03008,0.698825607064018,58.75,-163.5
"77812",2018,23,655900,4.042,15.02,2.23602,2.98728,0.01718,0.348900133155792,59.25,-165.5
"77812",2018,23,665800,9.792,20.29,0.16616,10.57195,0.11341,0.534821094135042,58.25,-166.5
"77812",2018,23,675800,8.917,27.3,0.30866,11.28049,0.15282,0.430108791208791,58.25,-167.5
"77812",2018,24,665800,8.417,11.88,0.17655,1.82955,0.48258,0.209484848484848,58.25,-166.5
"77812",2018,24,665830,6.25,8.13,0.7575,1.28849,0.04096,0.25669741697417,58.75,-166.5
"77812",2018,24,675800,90.918,177.23,1.79286,64.592,2.08781,0.386349207244823,58.25,-167.5
"77812",2018,25,665800,9.792,15.7,0.77946,8.90503,0.0917,0.622687261146497,58.25,-166.5
"77812",2018,25,675700,7.583,15.93,4.33556,3.60293,2.40927,0.649576898932831,57.25,-167.5
"77812",2018,25,675800,115.916,233.05,3.52981,86.20111,2.22363,0.394570049345634,58.25,-167.5
"77812",2018,25,685700,15.833,27.89,8.26532,4.4368,4.30081,0.609642524202223,57.25,-168.5
"77812",2018,37,695800,29.125,69.59,2.88206,40.16439,0.70233,0.628664750682569,58.25,-169.5
"77812",2018,37,695830,21.333,36.38,0.74184,28.48436,0.49597,0.816992028587136,58.75,-169.5
"77812",2018,37,705800,61.292,173.57,2.99159,108.97596,2.60869,0.660115457740393,58.25,-170.5
"77812",2018,37,705830,162.748,392.74,6.14848,228.22117,3.74745,0.606297041299588,58.75,-170.5
"77812",2018,38,695800,264.709,659.24,8.19843,399.84028,16.91499,0.64461152235908,58.25,-169.5
"77812",2018,38,695830,31.459,55.97,1.41353,32.02419,1.51044,0.624408790423441,58.75,-169.5
"77812",2018,38,705800,18.333,25.41,0.61789,12.2063,0.48315,0.523704840613932,58.25,-170.5
"77812",2018,39,695800,42.001,67.77,0.55956,25.60684,1.397,0.4067197875166,58.25,-169.5
"77812",2018,39,705800,8.083,17.51,0.22121,8.60785,0.16971,0.51392175899486,58.25,-170.5
"77812",2018,40,665730,160.04,332.46,2.40938,220.05571,5.86718,0.686796216086146,57.75,-166.5
"77812",2018,40,665800,27.209,25.8,0.35129,19.13302,0.22302,0.76385,58.25,-166.5
"77812",2018,40,675800,130.417,374.69,3.69804,221.08329,3.85876,0.610211348047719,58.25,-167.5
"77812",2018,41,665730,234.333,496.91,1.78135,283.64381,16.09774,0.606795798031837,57.75,-166.5
"77812",2018,41,665800,24.375,18.31,0.20988,12.23547,0.17448,0.689231567449481,58.25,-166.5
"77812",2019,4,675700,4.25,10.13,1.49812,6.86862,0.14981,0.840725567620928,57.25,-167.5
"77812",2019,4,675730,215.625,871.27,16.51851,426.75019,6.00013,0.515648226152628,57.75,-167.5
"77812",2019,5,625700,24.792,113.9,11.26221,88.24948,0.35799,0.876818964003512,57.25,-162.5
"77812",2019,5,635700,41.541,143.58,16.64594,74.76405,1.19402,0.644964549380136,57.25,-163.5
"77812",2019,5,645700,12.208,33.37,2.04586,14.98201,0.55676,0.526959244830686,57.25,-164.5
"77812",2019,5,665700,6.167,5.6,0.11739,3.73099,0.00783,0.688608928571429,57.25,-166.5
"77812",2019,5,675700,7.792,21.52,0.23544,14.73272,0.12741,0.701467007434944,57.25,-167.5
"77812",2019,5,675730,54.749,222.98,5.10588,158.03623,1.35947,0.73774141178581,57.75,-167.5
"77812",2019,6,625700,83.832,230.39,17.37699,132.07282,1.25516,0.654129823343027,57.25,-162.5
"77812",2019,6,635700,15.625,23.6,3.09827,13.36217,0.15378,0.703992372881356,57.25,-163.5
"77812",2019,6,645700,6.708,21.54,0.58509,10.77098,0.14569,0.533972144846797,57.25,-164.5
"77812",2019,6,665700,34.208,95.37,0.80012,70.45205,0.9567,0.757144489881514,57.25,-166.5
"77812",2019,6,665730,19.917,33.38,0.16362,15.02957,0.0752,0.457411324146195,57.75,-166.5
"77812",2019,6,675730,10,13.74,0.2169,7.5822,0.03666,0.570288209606987,57.75,-167.5
"77812",2019,7,675730,41.25,187.35,1.51012,140.25398,0.21903,0.757849639711769,57.75,-167.5
"77812",2019,7,685700,8.208,78.58,0.39284,64.55779,0.08421,0.827625858997201,57.25,-168.5
"77812",2019,7,685730,34.501,217.11,1.34,153.46453,1.17364,0.718429229422873,57.75,-168.5
"77812",2019,8,675700,51.166,159.23,0.86227,72.73721,0.53322,0.465569930289518,57.25,-167.5
"77812",2019,9,675700,40.417,259.44,1.48908,163.40435,0.25438,0.63655492599445,57.25,-167.5
"77812",2019,9,685700,72.584,242.43,1.84719,122.10483,0.52622,0.513460545312049,57.25,-168.5
"77812",2019,9,685730,14.958,30.53,0.17641,17.16061,0.08315,0.57059187684245,57.75,-168.5
"77812",2019,10,665700,50.082,157.21,1.32872,93.53354,0.73511,0.608087080974493,57.25,-166.5
"77812",2019,10,675700,48.791,178.39,3.07694,88.35661,0.65991,0.516247883849992,57.25,-167.5
"77812",2019,11,665730,7.875,6.85,0.44244,4.11462,0.05312,0.67301897810219,57.75,-166.5
"77812",2019,11,675700,25.25,32.76,0.57337,18.72605,0.27204,0.597419413919414,57.25,-167.5
"77812",2019,11,675730,2.25,1.08,0.05177,0.20817,0.00174,0.242296296296296,57.75,-167.5
"77812",2019,11,685800,30.417,109.9,0.47799,73.79664,0.24146,0.678035395814377,58.25,-168.5
"77812",2019,12,685730,10.417,17.26,0.0488,6.57813,0.02833,0.385588644264195,57.75,-168.5
"77812",2019,12,685800,19.666,62.42,0.64299,32.7842,0.23602,0.53930166613265,58.25,-168.5
"77812",2019,12,695800,10.417,9.63,0.03236,6.33891,0.00621,0.662251298026999,58.25,-169.5
"77812",2019,12,705630,7,26.19,2.36073,0.04865,16.81943,0.73420427644139,56.75,-170.5
"77812",2019,12,715630,6.792,15.71,1.19831,0.10695,7.03054,0.530604710375557,56.75,-171.5
"77812",2019,19,675800,13.792,16.69,2.79926,3.94607,0.16992,0.414334931096465,58.25,-167.5
"77812",2019,20,655730,4.5,2.15,0.20186,0.71995,0.08542,0.468479069767442,57.75,-165.5
"77812",2019,21,645800,7.625,17.4,0.74465,11.74938,0.14645,0.726464367816092,58.25,-164.5
"77812",2019,22,655800,15.375,26.49,2.06289,14.81695,0.09916,0.640958852397131,58.25,-165.5
"77812",2019,22,675800,89.624,156.34,2.83856,46.46779,4.55426,0.344509466547269,58.25,-167.5
"77812",2019,23,635830,38.834,79.27,7.85561,54.41611,0.18996,0.787961145452252,58.75,-163.5
"77812",2019,23,645800,16.167,31.65,1.10916,24.34863,0.18207,0.810106161137441,58.25,-164.5
"77812",2019,23,655800,14.167,18.26,0.86028,12.82847,0.03333,0.751483023001095,58.25,-165.5
"77812",2019,23,675800,16,19.4,0.29849,9.40868,0.36869,0.519374226804124,58.25,-167.5
"77812",2019,23,685800,9.75,7.43,0.22701,2.04096,0.15739,0.32642799461642,58.25,-168.5
"77812",2019,40,645630,8.042,21.19,0.24356,10.92192,0.31037,0.541569136385087,56.75,-164.5
"77812",2019,40,655630,40.25,82.83,0.20536,35.42473,3.87098,0.476893275383315,56.75,-165.5
"77812",2019,40,655700,9.958,17.2,0.07296,4.25313,0.573,0.284830813953488,57.25,-165.5
"77812",2019,40,665700,45.541,148.26,0.37196,91.52644,6.8888,0.666310535545663,57.25,-166.5
"77812",2019,40,665730,27.459,108.35,0.65725,73.58114,3.32741,0.715881864328565,57.75,-166.5
"77812",2019,41,665700,40.917,112.17,0.85024,45.84211,5.65483,0.466677186413479,57.25,-166.5
"77812",2019,41,665730,56.75,143.92,0.58783,91.30998,6.47542,0.68352716787104,57.75,-166.5
"77812",2019,41,675730,47.374,151.18,0.5036,97.20763,3.87274,0.67194053446223,57.75,-167.5
"77812",2019,42,665700,34.875,52.38,0.18651,31.49278,2.07946,0.644496945399007,57.25,-166.5
"77812",2019,42,665730,9.917,10.96,0.02623,6.14211,0.12208,0.573943430656934,57.75,-166.5
"77812",2019,42,675700,10.708,12.95,0.06018,8.83531,0.42551,0.71976833976834,57.25,-167.5
"77812",2019,43,645630,28.333,71.54,0.1712,48.79776,1.89713,0.71101607492312,56.75,-164.5
"77812",2019,43,655630,48.417,81.33,1.00639,52.80884,2.89931,0.697338497479405,56.75,-165.5
"77812",2019,43,665700,10.042,23.11,0.20639,17.68137,0.73147,0.805678494158373,57.25,-166.5
"77812",2019,43,675700,10,30.55,0.10732,20.7959,1.60879,0.736890671031097,57.25,-167.5
"77812",2019,43,675730,19.792,58.44,0.09658,43.51108,2.79252,0.793979808350445,57.75,-167.5
"77812",2019,44,675730,163.167,562.37,2.69663,309.01366,15.95048,0.582642690755197,57.75,-167.5
"77812",2020,3,625700,29,137.98,14.62251,106.95996,0.83568,0.887216625597913,57.25,-162.5
"77812",2020,4,625700,68.125,253.35,23.03717,206.24712,1.22796,0.909856917308072,57.25,-162.5
"77812",2020,4,635700,63.417,224.54,29.21563,147.65955,1.17392,0.792950476529794,57.25,-163.5
"77812",2020,5,645630,3.75,7.17,0.54175,3.1084,0.01089,0.51060529986053,56.75,-164.5
"77812",2020,5,655700,13.792,18.47,1.45195,7.91853,0.17124,0.516606388738495,57.25,-165.5
"77812",2020,5,665700,55.417,195.42,4.25132,62.2117,1.89676,0.349809538430048,57.25,-166.5
"77812",2020,5,675700,34.083,166.59,4.34348,88.88451,1.39963,0.568027012425716,57.25,-167.5
"77812",2020,6,665700,117.209,457.53,21.74171,260.61657,2.99126,0.623673944877931,57.25,-166.5
"77812",2020,6,675700,90.999,247.18,13.27698,106.35382,1.89261,0.491639331661138,57.25,-167.5
"77812",2020,6,675730,24.375,47.28,2.03903,29.08791,0.15774,0.661689509306261,57.75,-167.5
"77812",2020,6,685700,3.375,12.92,0.8643,2.21831,0.04983,0.242448916408669,57.25,-168.5
"77812",2020,7,665700,86.458,283.02,7.99811,152.5163,2.25131,0.575103243587026,57.25,-166.5
"77812",2020,7,675700,36.916,132.99,4.49389,75.54272,0.74296,0.607410857959245,57.25,-167.5
"77812",2020,7,675730,58.417,179.17,4.2058,82.6271,0.28802,0.486247251213931,57.75,-167.5
"77812",2020,7,685700,14.458,45.34,1.72254,12.71219,0.07618,0.32004653727393,57.25,-168.5
"77812",2020,8,655630,69.209,547.85,6.59854,424.31459,2.93567,0.791911654649995,56.75,-165.5
"77812",2020,8,665630,43.417,376.38,13.93113,193.7439,5.3945,0.566102157394123,56.75,-166.5
"77812",2020,9,655600,7.042,13.34,0.43802,4.68682,1.07159,0.4645,56.25,-165.5
"77812",2020,9,655630,27.5,55.62,1.61458,22.28735,1.04562,0.448535598705502,56.75,-165.5
"77812",2020,9,675700,8.708,17.36,4.10517,5.93636,0.38063,0.600354838709677,57.25,-167.5
"77812",2020,9,685700,8.375,29.27,2.48303,4.96986,0.03917,0.255963785445849,57.25,-168.5
"77812",2020,9,705700,2.917,4.73,0.46118,0.46995,0.21028,0.24131289640592,57.25,-170.5
"77812",2020,9,715700,45.75,520.33,7.98828,347.47417,8.61522,0.699705321622816,57.25,-171.5
"A001",1999,14,NA,10.625,3.62,0.09795,0.00936,0.65231,0.209839779005525,NA,NA
"A001",2000,5,675630,5.542,41.21,0.78817,9.00932,1.14175,0.265451104100946,56.75,-167.5
"A001",2001,15,735800,4.792,2.46,0.0686,0.00333,1.32932,0.569613821138211,58.25,-173.5
"A001",2002,10,705700,5.208,62.85,0.02343,17.73935,0.12974,0.284686077963405,57.25,-170.5
"A001",2002,10,715700,4.583,70.02,0.01619,15.59732,0.08802,0.224243501856612,57.25,-171.5
"A001",2004,6,655630,11.667,25.25,0.73986,8.84244,0.72564,0.408235247524752,56.75,-165.5
"A001",2007,39,675630,13.125,56.73,0.01698,0.36674,21.62436,0.387944297549797,56.75,-167.5
"A001",2008,11,715630,3.75,33.73,0.039,23.69352,1.32037,0.742747998814112,56.75,-171.5
"A001",2008,13,635530,6.666,46.04,0.66025,32.34155,0.78818,0.733926585577758,55.75,-163.5
"A001",2008,13,665600,5.208,41.27,0.05321,25.93345,0.20187,0.634565786285437,56.25,-166.5
"A001",2008,14,665600,7.709,16.52,0.05875,5.79521,0.07456,0.358869249394673,56.25,-166.5
"A001",2008,14,675600,4.792,38.21,0.23622,28.16538,0.1313,0.746739073540958,56.25,-167.5
"A001",2008,14,675630,17.917,148.88,0.79005,99.30399,1.01952,0.679161472326706,56.75,-167.5
"A001",2008,14,715700,29.374,152.61,0.67584,132.39111,0.76021,0.876922613197038,57.25,-171.5
"A001",2008,15,705700,2.083,6.52,0.03892,2.38995,0.12417,0.391570552147239,57.25,-170.5
"A001",2008,15,715700,108.46,409.1,1.84898,317.57789,3.14252,0.788485431434857,57.25,-171.5
"A001",2008,15,715730,76.042,358.77,1.09678,279.33743,0.94306,0.784283161914318,57.75,-171.5
"A001",2008,16,715730,16.667,53.18,0.45337,38.09696,0.32635,0.731039488529522,57.75,-171.5
"A001",2009,13,635530,1.042,5.93,2.6672,2.60102,0.12215,0.909,55.75,-163.5
"A001",2009,13,635600,93.292,408.83,84.66158,279.43653,5.53046,0.904113127705892,56.25,-163.5
"A001",2009,13,645530,4.583,8.34,0.039,7.03332,0.08716,0.858450839328537,55.75,-164.5
"A001",2009,13,645600,8.333,21.33,0.00802,19.66198,0.04812,0.924431317393343,56.25,-164.5
"A001",2009,13,655600,31.458,194.79,6.83644,168.85447,3.97367,0.922350120642743,56.25,-165.5
"A001",2009,13,665600,13.125,35.91,1.41923,11.98529,1.69801,0.420566137566138,56.25,-166.5
"A001",2009,14,635530,32.082,164.83,52.75605,73.06502,4.01248,0.787681550688588,55.75,-163.5
"A001",2009,14,645530,8.792,31.18,1.28212,27.98635,0.20492,0.945265875561257,55.75,-164.5
"A001",2009,14,655530,45.623,114.24,11.35364,80.61903,4.08069,0.840803221288515,55.75,-165.5
"A001",2009,14,655600,35.416,166.98,5.84766,148.05127,2.1302,0.934418074020841,56.25,-165.5
"A001",2009,14,665600,56.667,170.76,7.02607,82.94565,16.96223,0.626223647224174,56.25,-166.5
"A001",2009,15,715700,11.041,164.09,0.83325,140.32815,0.93042,0.865938326528125,57.25,-171.5
"A001",2011,7,625600,5.208,16.53,14.70005,0.20498,0.15582,0.911122202056866,56.25,-162.5
"A001",2011,7,635600,13.75,53.28,37.00748,0.22986,2.40306,0.744001501501501,56.25,-163.5
"A001",2011,8,635530,5.208,13.83,8.13647,0.10247,0.2274,0.612172089660159,55.75,-163.5
"A001",2011,8,635600,85.373,354.96,74.02093,197.64243,5.76434,0.781574543610548,56.25,-163.5
"A001",2011,8,645600,5.833,10.69,0.30734,2.81118,0.71784,0.358873713751169,56.25,-164.5
"A001",2011,9,675630,9.791,19.32,1.39076,9.34893,0.11088,0.561623706004141,56.75,-167.5
"A001",2011,9,715730,19.042,118.68,0.10717,101.14317,0.28059,0.855501600943714,57.75,-171.5
"A001",2011,10,715730,19.375,58.72,0.07228,40.51112,0.26801,0.695698399182561,57.75,-171.5
"A001",2011,11,715700,52.167,412.48,1.75189,311.10751,6.94513,0.775321300426687,57.25,-171.5
"A001",2011,11,715730,8.542,23.2,0.04016,12.72181,0.16116,0.557031465517241,57.75,-171.5
"A001",2011,12,665630,3.958,42.04,0.19711,32.03192,0.0523,0.767871788772598,56.75,-166.5
"A001",2011,12,685630,4.375,2.87,0.66061,0.17255,0.31898,0.401442508710801,56.75,-168.5
"A001",2011,12,715700,7.5,28.06,0.25837,22.55823,0.19897,0.820227013542409,57.25,-171.5
"A001",2011,13,635600,32.875,145.67,51.79334,18.6845,5.32507,0.520374201963342,56.25,-163.5
"A001",2011,13,645600,5,19.18,0.53905,6.1888,0.34698,0.36886496350365,56.25,-164.5
"A001",2011,13,655600,17.625,98.06,1.25412,69.54338,0.47885,0.726864674688966,56.25,-165.5
"A001",2011,13,665630,45.292,273.82,0.96314,213.19568,0.6536,0.784502300781535,56.75,-166.5
"A001",2011,14,655600,11.875,71.58,1.79358,44.90389,0.28734,0.656395780944398,56.25,-165.5
"A001",2011,14,655630,36.875,174.47,0.67714,79.21391,1.04579,0.463901186450393,56.75,-165.5
"A001",2011,15,665630,54.792,333.04,18.84694,181.2502,4.63508,0.61473762911362,56.75,-166.5
"A001",2011,16,655600,17.083,19.2,0.82634,5.18241,0.05815,0.315984375,56.25,-165.5
"A001",2011,16,665630,29.167,139.4,10.47148,48.40425,1.01125,0.429605308464849,56.75,-166.5
"A001",2011,17,645600,5,40.43,2.55511,27.75127,0.03741,0.750526589166461,56.25,-164.5
"A001",2011,17,645630,54.376,194.92,10.05407,158.15055,0.24111,0.864178791298994,56.75,-164.5
"A001",2011,18,645630,10.417,20.05,0.95414,7.53664,0.01998,0.42447680798005,56.75,-164.5
"A001",2011,18,655630,39.791,349.19,6.78603,287.97035,2.43715,0.851094046221255,56.75,-165.5
"A001",2011,30,625700,12.708,23.45,1.93484,9.14535,0.19507,0.48082132196162,57.25,-162.5
"A001",2011,30,635800,8.333,20.57,8.37719,9.92837,0.04593,0.892148274185707,58.25,-163.5
"A001",2011,30,645830,10,22.91,6.10495,9.58361,0.06133,0.687467917939764,58.75,-164.5
"A001",2011,30,655830,8.959,30.23,8.21293,19.23133,0.10026,0.91116506781343,58.75,-165.5
"A001",2011,31,625700,45.626,216.3,57.66724,84.53956,1.51175,0.664440822931114,57.25,-162.5
"A001",2011,31,625730,57.707,401.49,149.1454,212.0612,2.09492,0.904883110413709,57.75,-162.5
"A001",2011,31,645630,31.25,31.65,0.54798,7.13784,4.60731,0.388408530805687,56.75,-164.5
"A001",2011,31,645700,15,39.41,1.47378,8.702,0.96063,0.282578279624461,57.25,-164.5
"A001",2011,31,645730,27.25,72.06,8.73406,15.75649,0.15846,0.342062309186789,57.75,-164.5
"A001",2011,31,655630,20,37.29,1.88562,8.11879,8.62576,0.499602306248324,56.75,-165.5
"A001",2011,32,625700,33.125,98,31.95249,42.73724,0.63353,0.768604693877551,57.25,-162.5
"A001",2011,32,625730,50,317.86,125.58652,156.88114,1.17411,0.892348109230479,57.75,-162.5
"A001",2011,32,635700,3.75,16.24,0.42449,2.52614,0.89846,0.237012931034483,57.25,-163.5
"A001",2011,32,635730,4.583,0.82,0.04502,0.60049,0.01935,0.810804878048781,57.75,-163.5
"A001",2011,33,625700,32.834,92.17,26.26506,47.04772,0.36891,0.799410762721059,57.25,-162.5
"A001",2011,33,625730,106.75,439.52,164.50457,192.68365,3.39782,0.820408718602112,57.75,-162.5
"A001",2011,33,635700,43.958,121.53,12.07662,74.35311,0.87226,0.718357524890973,57.25,-163.5
"A001",2011,33,635730,42.251,144.36,21.45319,70.85067,0.792,0.644886810750901,57.75,-163.5
"A001",2011,33,645630,3.333,13.28,0.0222,2.64818,1.18071,0.28999171686747,56.75,-164.5
"A001",2011,34,625730,26.875,130.64,25.41665,63.10441,0.84497,0.684063303735456,57.75,-162.5
"A001",2011,34,635700,15,55.62,7.39431,19.63832,0.44333,0.493994246673858,57.25,-163.5
"A001",2011,34,635730,21.667,30.9,3.71399,12.79242,0.23155,0.541681553398058,57.75,-163.5
"A001",2011,35,655700,15.834,46.77,2.90395,24.86584,1.74756,0.631117169125508,57.25,-165.5
"A001",2011,35,655730,3.75,16.03,0.06406,4.28171,0.17763,0.282183406113537,57.75,-165.5
"A001",2011,35,665800,4.125,17.44,0.84967,3.21342,0.02039,0.234144495412844,58.25,-166.5
"A001",2011,35,695730,3.958,3.55,0.07678,0.74613,0.12986,0.268385915492958,57.75,-169.5
"A001",2011,36,655630,125.917,384.72,21.13673,238.59863,23.15384,0.735311915159077,56.75,-165.5
"A001",2011,36,655700,101.959,530.21,4.6445,437.88397,7.72082,0.849190490560344,57.25,-165.5
"A001",2011,37,645630,30,94.01,0.5858,70.23331,6.39701,0.82136070630784,56.75,-164.5
"A001",2011,37,655630,77.125,373.62,22.4118,241.85971,28.0186,0.782319228092715,56.75,-165.5
"A001",2011,37,655700,33.75,86.02,0.41025,68.02311,1.45149,0.812425598697977,57.25,-165.5
"A001",2011,38,645630,189.834,620.09,3.98841,486.97504,37.51113,0.852254640455418,56.75,-164.5
"A001",2011,38,655630,88.792,301.37,18.25991,190.6447,13.71075,0.738677904237316,56.75,-165.5
